7, 0, 132,596
7, 0, 256,532
7, 0, 160,488
7, 0, 132,484
7, 0, 32,452
7, 0, 292,376
7, 0, 252,360
7, 0, 60,320
2, 0, 228,24
2, 0, 200,24
2, 0, 152,28
17, 0, 160,1984
17, 0, 228,1704
17, 0, 68,1568
17, 0, 192,1408
17, 0, 204,1276
17, 0, 60,1052
/
11, 1, 164,1892
11, 1, 276,1800
1, 0, 248,1744
4, 0, 232,1744
11, 0, 196,1684
16, 0, 232,1560
1, 0, 160,1560
8, 1, 144,1560
11, 0, 284,1524
1, 0, 256,1376
1, 0, 240,1392
8, 1, 240,1364
11, 1, 284,1364
8, 1, 256,1348
13, 0, 108,1320
13, 1, 168,1324
13, 0, 248,1324
13, 1, 64,1172
13, 0, 76,1216
13, 0, 292,1168
13, 1, 84,1132
17, 0, 236,1064
18, 1, 128,936
20, 0, 84,944
17, 0, 164,508
17, 0, 276,480
17, 0, 88,436
13, 0, 292,320
13, 0, 60,316
13, 0, 312,388
13, 1, 284,280
13, 0, 296,248
13, 0, 296,224
13, 1, 324,208
13, 0, 44,216
13, 1, 56,256
13, 0, 52,276
13, 0, 60,292
13, 0, 44,392
13, 0, 32,332
2, 1, 268,1996
2, 1, 80,2012
7, 1, 276,1644
7, 0, 188,1648
7, 0, 156,1648
7, 1, 64,1644
7, 0, 12,1636
7, 0, 80,1544
7, 1, 148,1540
7, 0, 184,1540
7, 1, 316,1528
20, 0, 284,968
20, 0, 252,968
20, 0, 236,968
20, 0, 268,968
20, 0, 256,928
20, 0, 284,904
20, 0, 252,888
20, 0, 312,868
20, 0, 328,868
20, 0, 236,836
20, 0, 136,808
20, 0, 252,792
20, 0, 192,764
20, 0, 224,732
20, 0, 240,732
20, 0, 292,752
20, 0, 172,712
20, 0, 260,688
20, 0, 200,664
20, 0, 232,672
13, 1, 72,376
20, 0, 208,124
20, 0, 280,96
20, 0, 124,68
/
14, 1, 176,1760
4, 0, 128,1744
4, 0, 144,1760
1, 0, 144,1744
1, 0, 128,1760
7, 1, 68,1644
7, 1, 88,1644
7, 1, 112,1644
12, 0, 96,1664
12, 0, 124,1516
7, 0, 100,1520
7, 1, 196,1524
7, 1, 212,1524
12, 0, 240,1456
7, 1, 276,1480
12, 0, 84,1412
7, 1, 276,1360
7, 1, 68,1344
7, 1, 108,1344
7, 1, 148,1344
12, 0, 180,1308
12, 0, 248,1284
14, 1, 180,1236
12, 0, 232,1184
12, 0, 136,1164
12, 0, 100,1136
12, 0, 64,1112
13, 1, 12,1208
13, 1, 52,1212
13, 0, 252,1208
13, 1, 88,1224
13, 0, 308,1036
13, 0, 76,1076
13, 1, 296,1096
13, 1, 60,1044
13, 1, 276,1020
13, 0, 44,1008
19, 0, 76,984
11, 1, 192,896
16, 0, 260,896
13, 1, 220,828
13, 1, 288,836
13, 1, 36,828
4, 0, 160,848
4, 0, 160,816
8, 1, 160,832
8, 1, 160,800
13, 0, 44,752
13, 1, 96,760
13, 1, 236,756
13, 1, 304,752
13, 1, 80,660
13, 1, 88,700
13, 1, 296,624
1, 0, 104,592
13, 0, 28,504
13, 1, 72,524
13, 1, 284,516
13, 1, 28,412
13, 1, 52,440
13, 1, 96,444
13, 0, 36,468
13, 1, 236,440
13, 1, 292,424
13, 1, 276,464
13, 1, 324,456
11, 0, 160,420
16, 0, 228,384
11, 1, 100,388
11, 1, 128,236
11, 1, 248,268
14, 0, 160,184
11, 1, 200,216
1, 0, 240,172
1, 0, 88,176
20, 0, 208,2052
20, 0, 128,2024
20, 0, 276,1992
20, 0, 204,1964
20, 0, 108,1940
20, 0, 236,1904
20, 0, 112,1876
13, 0, 68,828
20, 0, 228,1848
20, 0, 144,1812
7, 0, 140,936
7, 0, 260,668
7, 0, 184,568
7, 0, 212,496
7, 0, 172,368
7, 0, 232,308
7, 0, 64,248
7, 0, 232,88
/
8, 1, 104,1936
4, 0, 120,1936
11, 1, 244,1868
11, 1, 244,1784
1, 0, 112,1712
8, 1, 96,1696
11, 1, 276,1500
8, 1, 96,1448
4, 0, 112,1448
1, 0, 128,1352
1, 0, 144,1352
14, 1, 144,1280
13, 1, 100,1276
13, 0, 80,1272
13, 1, 252,1280
13, 0, 276,1276
3, 1, 276,1244
3, 1, 164,1248
3, 1, 116,1196
3, 1, 284,1164
3, 1, 220,1156
13, 0, 324,1176
13, 1, 308,1176
13, 1, 84,1140
16, 0, 256,1108
3, 1, 92,1100
3, 1, 220,1240
12, 0, 224,872
12, 0, 272,872
1, 0, 184,752
8, 1, 196,736
11, 1, 284,684
8, 1, 196,668
8, 1, 176,624
11, 1, 68,568
11, 1, 236,512
1, 0, 188,396
8, 1, 188,304
8, 1, 160,288
14, 1, 144,192
14, 1, 108,192
11, 0, 276,1616
10, 0, 116,977
12, 0, 248,928
12, 0, 248,820
8, 1, 132,272
2, 0, 256,2012
2, 0, 272,2012
2, 0, 288,2012
2, 0, 28,1824
2, 0, 44,1828
2, 0, 64,1828
2, 0, 280,1692
2, 0, 296,1696
2, 0, 312,1696
2, 0, 96,1548
2, 0, 80,1552
2, 0, 64,1552
2, 0, 268,1436
2, 0, 284,1436
2, 0, 300,1432
2, 0, 252,1040
2, 0, 272,1036
2, 0, 288,1036
2, 0, 80,900
2, 0, 64,900
2, 0, 48,900
2, 0, 276,776
2, 0, 292,776
2, 0, 308,776
2, 0, 72,708
2, 0, 56,708
2, 0, 40,708
2, 0, 260,452
2, 0, 276,452
2, 0, 292,452
2, 0, 72,320
2, 0, 56,320
2, 0, 40,320
2, 0, 260,156
2, 0, 276,156
2, 0, 292,156
2, 0, 308,156
2, 0, 104,44
2, 0, 88,44
2, 0, 72,44
2, 0, 56,44
2, 0, 40,44
/
17, 0, 268,2032
17, 0, 180,1992
17, 0, 96,1952
17, 0, 188,1892
17, 0, 172,1816
17, 0, 108,1808
17, 0, 248,1780
11, 0, 112,1904
4, 0, 112,1888
17, 0, 96,1764
17, 0, 148,1736
17, 0, 212,1700
17, 0, 28,1740
17, 0, 64,1692
17, 0, 112,1660
17, 0, 24,1624
17, 0, 200,1580
11, 1, 136,1528
11, 0, 172,1548
11, 1, 172,1584
11, 0, 136,1608
11, 1, 104,1588
11, 0, 104,1552
17, 0, 52,1536
17, 0, 160,1504
17, 0, 80,1488
17, 0, 140,1460
17, 0, 40,1412
17, 0, 108,1372
17, 0, 172,1328
17, 0, 80,1312
4, 0, 112,1272
8, 1, 128,1256
1, 0, 144,1240
4, 0, 160,1228
17, 0, 176,1272
17, 0, 104,1224
17, 0, 200,1208
17, 0, 144,1204
17, 0, 84,1180
17, 0, 208,1160
5, 1, 112,1108
8, 1, 168,1032
17, 0, 168,1124
17, 0, 196,1068
17, 0, 100,1048
17, 0, 196,988
17, 0, 140,940
17, 0, 212,912
17, 0, 40,944
16, 0, 28,984
1, 0, 96,848
1, 0, 192,848
4, 0, 144,848
4, 0, 48,848
17, 0, 48,604
17, 0, 12,552
17, 0, 184,532
17, 0, 68,488
17, 0, 248,488
1, 0, 160,424
1, 0, 200,424
17, 0, 44,456
17, 0, 132,492
17, 0, 132,560
12, 0, 36,396
17, 0, 32,380
17, 0, 88,336
12, 0, 64,312
17, 0, 140,300
17, 0, 172,276
17, 0, 216,276
17, 0, 192,240
17, 0, 132,240
17, 0, 92,252
17, 0, 44,224
17, 0, 124,180
17, 0, 68,172
17, 0, 164,128
17, 0, 228,184
17, 0, 192,184
17, 0, 256,224
16, 0, 240,132
19, 0, 180,804
0, 1, 316,224
17, 0, 252,1940
17, 0, 252,1852
17, 0, 276,1620
17, 0, 244,1424
17, 0, 264,1104
17, 0, 264,956
17, 0, 268,864
17, 0, 236,804
17, 0, 180,748
17, 0, 264,712
17, 0, 60,672
17, 0, 228,624
17, 0, 284,564
17, 0, 264,432
17, 0, 184,380
17, 0, 268,344
17, 0, 228,72
/
3, 1, 64,1952
3, 1, 160,1980
3, 1, 276,1960
13, 1, 64,2032
13, 1, 20,1860
13, 1, 28,1920
11, 0, 248,1900
8, 1, 192,1776
8, 1, 136,1776
1, 0, 108,1792
1, 0, 224,1792
8, 1, 80,1816
8, 1, 256,1816
11, 0, 164,1760
8, 1, 192,1592
8, 1, 256,1592
14, 1, 216,1600
4, 0, 224,1624
4, 0, 224,1560
1, 0, 220,1416
11, 0, 120,1324
11, 0, 268,1324
11, 0, 172,1324
11, 0, 164,1200
11, 0, 268,1200
8, 1, 224,1168
1, 0, 208,1168
20, 0, 144,1264
20, 0, 192,1160
20, 0, 152,1140
1, 0, 220,912
8, 1, 204,912
11, 0, 268,896
16, 0, 28,936
11, 1, 268,856
11, 0, 268,816
12, 0, 268,780
12, 0, 268,744
11, 0, 132,564
11, 0, 104,564
11, 0, 220,564
6, 1, 104,432
6, 1, 216,432
11, 1, 192,320
11, 0, 224,288
11, 0, 252,260
11, 0, 148,272
11, 0, 136,232
11, 0, 116,212
6, 1, 148,160
1, 0, 148,192
1, 0, 212,192
6, 1, 212,160
1, 0, 180,192
13, 1, 84,2032
3, 1, 228,1976
20, 0, 152,1376
20, 0, 184,1376
20, 0, 188,1268
20, 0, 224,1212
20, 0, 132,1028
20, 0, 172,1032
20, 0, 212,1040
20, 0, 252,992
20, 0, 244,956
20, 0, 184,972
20, 0, 156,972
20, 0, 240,1076
20, 0, 160,1460
20, 0, 248,1492
20, 0, 224,1304
20, 0, 92,1204
20, 0, 240,1116
/
16, 0, 112,1952
16, 0, 144,1940
16, 0, 176,1928
16, 0, 208,1916
7, 1, 260,1820
7, 1, 180,1840
7, 1, 204,1840
14, 1, 192,1712
7, 1, 60,1740
7, 1, 88,1752
7, 1, 144,1752
7, 1, 184,1740
7, 1, 152,1832
3, 1, 204,1624
3, 1, 112,1588
3, 1, 124,1560
3, 1, 224,1528
9, 0, 168,1436
18, 1, 128,1016
20, 0, 272,900
20, 0, 80,924
20, 0, 72,868
20, 0, 196,860
20, 0, 148,920
20, 0, 100,772
20, 0, 148,832
20, 0, 272,776
20, 0, 256,832
3, 1, 88,532
3, 1, 136,532
3, 1, 184,536
3, 1, 252,540
3, 1, 288,540
3, 1, 232,464
3, 1, 252,432
3, 1, 120,448
3, 1, 148,412
3, 1, 84,388
3, 1, 240,364
3, 1, 300,356
21, 0, 144,2052
21, 0, 164,2052
21, 0, 180,2052
21, 0, 196,2052
21, 0, 132,1996
21, 0, 148,1996
21, 0, 164,1996
21, 0, 180,1996
21, 0, 260,1952
21, 0, 276,1948
21, 0, 292,1952
21, 0, 308,1952
21, 0, 252,1904
21, 0, 268,1904
21, 0, 284,1904
21, 0, 300,1904
7, 1, 232,1828
20, 0, 244,1692
20, 0, 96,1628
20, 0, 112,1632
20, 0, 128,1632
23, 0, 180,1108
20, 0, 256,708
20, 0, 236,712
20, 0, 220,712
20, 0, 204,712
20, 0, 140,680
20, 0, 232,660
20, 0, 168,636
20, 0, 152,636
20, 0, 264,608
20, 0, 304,688
3, 1, 224,540
5, 0, 216,300
5, 0, 152,340
5, 0, 296,228
5, 0, 96,284
5, 0, 68,224
5, 0, 240,156
5, 0, 84,128
20, 0, 280,1668
3, 1, 268,1496
3, 1, 272,1564
20, 0, 216,896
20, 0, 300,840
20, 0, 160,772
20, 0, 292,640
20, 0, 112,728
20, 0, 208,744
20, 0, 300,736
3, 1, 312,408
3, 1, 280,280
3, 1, 172,244
3, 1, 232,196
3, 1, 132,164
3, 1, 256,80
3, 1, 100,40
/
5, 1, 56,2020
5, 1, 84,2020
5, 1, 128,2028
5, 1, 168,2020
11, 1, 104,1512
11, 0, 104,1496
11, 1, 120,1496
11, 1, 136,1512
11, 0, 104,1528
11, 1, 120,1528
11, 0, 136,1528
11, 0, 136,1496
4, 0, 112,1360
4, 0, 128,1376
4, 0, 128,1344
4, 0, 96,1344
4, 0, 96,1376
1, 0, 240,1136
1, 0, 240,1152
4, 0, 224,1080
4, 0, 240,1080
1, 0, 112,880
4, 0, 144,880
1, 0, 176,880
11, 1, 168,784
16, 0, 168,560
16, 0, 200,560
16, 0, 136,560
16, 0, 104,560
16, 0, 104,528
16, 0, 136,528
16, 0, 168,528
16, 0, 200,528
4, 0, 176,424
8, 1, 208,424
4, 0, 240,424
15, 1, 176,280
15, 1, 176,232
7, 2, 160,1884
7, 2, 176,1884
7, 2, 192,1884
7, 2, 208,1884
7, 2, 228,1876
7, 2, 84,1748
7, 2, 100,1748
7, 2, 116,1748
7, 2, 132,1748
7, 2, 148,1748
23, 0, 240,1312
23, 0, 284,1132
23, 0, 196,1000
1, 0, 224,336
6, 0, 264,200
6, 0, 264,144
6, 0, 104,144
6, 0, 104,200
7, 2, 224,664
7, 2, 200,668
7, 2, 172,664
7, 2, 140,660
/
17, 0, 276,1940
17, 0, 40,1932
17, 0, 80,1876
17, 0, 120,1828
11, 1, 276,1760
17, 0, 172,1880
11, 0, 164,1848
17, 0, 252,1744
17, 0, 100,1716
17, 0, 260,1672
17, 0, 208,1656
11, 1, 276,1640
1, 0, 160,1624
8, 1, 144,1624
12, 0, 196,1560
12, 0, 284,1404
12, 0, 196,1440
12, 0, 196,1528
12, 0, 196,1496
12, 0, 284,1340
17, 0, 212,1348
17, 0, 72,1224
17, 0, 112,1156
17, 0, 316,1268
16, 0, 208,1048
16, 0, 212,1104
17, 0, 308,1064
17, 0, 244,1040
17, 0, 128,1020
17, 0, 84,996
11, 1, 268,956
17, 0, 276,928
17, 0, 312,908
17, 0, 240,892
4, 0, 104,816
1, 0, 120,832
4, 0, 136,848
1, 0, 152,864
4, 0, 168,880
1, 0, 216,928
4, 0, 200,912
17, 0, 160,948
21, 0, 68,588
21, 0, 108,592
21, 0, 160,592
21, 0, 180,592
21, 0, 208,592
21, 0, 244,592
17, 0, 148,336
13, 0, 264,528
13, 0, 284,528
13, 0, 80,540
13, 0, 60,540
11, 0, 92,340
14, 1, 216,320
4, 0, 160,160
4, 0, 120,160
17, 0, 184,204
1, 0, 160,200
1, 0, 120,200
16, 0, 212,156
16, 0, 244,184
16, 0, 276,212
16, 0, 308,244
10, 0, 232,1877
0, 1, 292,2040
21, 0, 252,1316
21, 0, 268,1316
21, 0, 284,1316
21, 0, 300,1316
21, 0, 224,1236
21, 0, 240,1240
21, 0, 256,1240
21, 0, 272,1240
21, 0, 248,1168
21, 0, 264,1168
21, 0, 280,1168
21, 0, 296,1168
17, 0, 260,1208
21, 0, 284,1112
21, 0, 300,1112
21, 0, 332,1112
21, 0, 316,1112
1, 0, 184,896
21, 0, 156,820
21, 0, 172,820
21, 0, 188,820
21, 0, 204,820
21, 0, 220,820
21, 0, 236,820
21, 0, 144,744
21, 0, 160,744
21, 0, 180,744
21, 0, 196,744
21, 0, 212,744
21, 0, 228,744
17, 0, 160,652
21, 0, 240,664
21, 0, 256,664
21, 0, 272,664
21, 0, 288,664
21, 0, 304,664
21, 0, 320,664
17, 0, 272,608
17, 0, 160,560
17, 0, 172,500
17, 0, 224,392
17, 0, 276,384
17, 0, 140,372
17, 0, 264,436
17, 0, 212,464
17, 0, 220,552
17, 0, 288,488
17, 0, 144,1976
17, 0, 200,1788
17, 0, 252,1596
17, 0, 120,1544
17, 0, 288,1508
17, 0, 112,1464
17, 0, 208,1404
17, 0, 128,1276
17, 0, 116,1092
17, 0, 196,988
17, 0, 316,852
17, 0, 84,780
17, 0, 244,708
17, 0, 76,472
17, 0, 132,424
17, 0, 312,336
17, 0, 124,276
17, 0, 232,248
17, 0, 280,168
17, 0, 136,112
17, 0, 248,72
17, 0, 176,52
/
11, 1, 264,1900
1, 0, 96,1808
1, 0, 112,1824
1, 0, 216,1824
1, 0, 232,1808
11, 1, 164,1752
12, 0, 216,1616
12, 0, 232,1616
12, 0, 232,1588
12, 0, 216,1588
4, 0, 112,1512
4, 0, 112,1496
4, 0, 144,1496
4, 0, 144,1480
11, 1, 84,1464
11, 1, 172,1352
11, 1, 268,1320
11, 1, 268,1296
13, 1, 220,1244
13, 1, 248,1240
13, 1, 100,1232
13, 1, 236,1224
11, 0, 164,1176
13, 1, 84,1160
13, 1, 260,1128
13, 1, 296,1120
13, 0, 148,1124
13, 1, 116,1124
4, 0, 192,952
1, 0, 208,952
1, 0, 192,888
4, 0, 208,888
11, 1, 100,564
11, 1, 128,564
11, 1, 160,564
11, 0, 120,432
11, 0, 104,432
12, 0, 268,304
12, 0, 268,272
12, 0, 268,244
12, 0, 268,192
14, 1, 180,188
11, 1, 224,180
11, 1, 148,180
16, 0, 56,1104
16, 0, 72,1104
16, 0, 56,1120
16, 0, 72,1120
6, 0, 232,1824
6, 0, 216,1808
6, 0, 112,1808
6, 0, 96,1824
20, 0, 236,1080
20, 0, 192,1064
20, 0, 244,1056
20, 0, 208,1044
20, 0, 180,1024
20, 0, 208,1012
20, 0, 180,992
20, 0, 208,980
20, 0, 168,968
11, 1, 268,928
20, 0, 112,852
20, 0, 128,852
20, 0, 144,852
20, 0, 216,828
20, 0, 160,808
20, 0, 240,788
20, 0, 256,788
20, 0, 176,764
20, 0, 236,748
20, 0, 132,728
20, 0, 232,708
6, 0, 120,668
6, 0, 184,372
6, 0, 200,356
6, 0, 216,340
6, 0, 232,324
2, 0, 256,2016
2, 0, 272,2016
2, 0, 288,2016
2, 0, 304,2016
2, 0, 236,2016
2, 0, 88,1904
2, 0, 72,1904
2, 0, 52,1904
2, 0, 36,1904
2, 0, 20,1904
2, 0, 4,1900
2, 0, 252,1748
2, 0, 272,1748
2, 0, 288,1748
2, 0, 304,1748
2, 0, 320,1748
2, 0, 336,1748
2, 0, 116,1664
2, 0, 100,1664
2, 0, 84,1664
2, 0, 68,1664
2, 0, 52,1660
2, 0, 264,1540
2, 0, 280,1540
2, 0, 300,1540
2, 0, 316,1536
2, 0, 336,1540
2, 0, 104,1424
2, 0, 80,1424
2, 0, 64,1424
2, 0, 48,1424
2, 0, 32,1420
2, 0, 16,1420
2, 0, 280,1356
2, 0, 296,1352
2, 0, 312,1352
2, 0, 328,1352
2, 0, 252,1356
2, 0, 252,1188
2, 0, 296,1188
2, 0, 52,1276
20, 0, 280,1020
20, 0, 104,1012
20, 0, 248,972
20, 0, 96,936
20, 0, 256,908
20, 0, 128,896
20, 0, 264,860
20, 0, 92,820
20, 0, 324,812
20, 0, 128,784
20, 0, 276,728
20, 0, 148,696
20, 0, 228,676
20, 0, 176,640
20, 0, 240,632
20, 0, 192,592
2, 0, 244,520
2, 0, 260,516
2, 0, 276,516
2, 0, 296,516
2, 0, 312,516
2, 0, 328,516
2, 0, 116,392
2, 0, 100,388
2, 0, 84,388
2, 0, 68,388
2, 0, 52,388
2, 0, 36,388
2, 0, 96,252
2, 0, 80,252
2, 0, 64,252
2, 0, 48,252
2, 0, 28,252
2, 0, 256,108
2, 0, 276,108
2, 0, 300,104
2, 0, 320,104
2, 0, 336,104
2, 0, 120,28
2, 0, 104,28
2, 0, 84,32
2, 0, 68,32
2, 0, 52,32
2, 0, 36,36
/
6, 1, 176,1928
6, 1, 128,1928
6, 1, 252,1960
1, 0, 176,1840
6, 1, 88,1732
6, 1, 88,1784
14, 1, 204,1424
14, 1, 76,1424
13, 1, 52,1360
13, 1, 204,1364
13, 1, 224,1364
13, 1, 28,1304
13, 1, 44,1304
13, 1, 204,1312
13, 1, 220,1316
13, 1, 68,1232
13, 1, 68,1172
13, 1, 192,1188
13, 1, 228,1192
13, 1, 224,1240
13, 1, 244,1240
2, 1, 16,996
2, 1, 40,1000
2, 1, 220,996
12, 0, 112,1352
12, 0, 152,1320
12, 0, 192,1288
12, 0, 232,1256
12, 0, 192,1172
12, 0, 152,1144
12, 0, 112,1112
12, 0, 72,1080
2, 1, 196,1000
2, 1, 100,912
2, 1, 132,928
2, 1, 204,920
2, 1, 228,920
1, 0, 80,888
8, 1, 96,872
8, 1, 128,840
1, 0, 112,856
1, 0, 144,824
7, 2, 188,628
7, 2, 224,564
2, 1, 260,488
2, 1, 120,488
2, 1, 56,448
2, 1, 276,440
6, 1, 96,424
2, 1, 112,404
2, 1, 260,404
2, 1, 236,356
2, 1, 252,332
13, 1, 272,248
13, 1, 56,248
13, 1, 48,200
13, 1, 288,152
16, 0, 244,508
16, 0, 260,508
1, 0, 160,1856
1, 0, 144,1872
1, 0, 128,1888
2, 1, 232,840
2, 1, 252,840
2, 1, 268,840
2, 1, 284,840
7, 2, 124,736
7, 2, 148,736
7, 2, 172,740
7, 2, 96,736
11, 1, 88,284
11, 1, 88,268
11, 1, 228,284
11, 1, 228,268
21, 0, 144,228
21, 0, 160,228
21, 0, 176,228
21, 0, 192,224
21, 0, 208,228
21, 0, 216,176
21, 0, 200,176
21, 0, 184,176
21, 0, 160,164
21, 0, 216,108
21, 0, 232,108
21, 0, 248,108
21, 0, 264,108
22, 0, 180,1672
22, 0, 240,1604
22, 0, 140,1540
22, 0, 236,1468
/
13, 1, 52,1480
13, 1, 72,1480
13, 1, 248,1488
13, 1, 72,1436
13, 1, 72,1420
13, 1, 76,1404
13, 1, 56,1404
13, 1, 224,1408
9, 0, 168,1288
0, 1, 44,516
0, 1, 32,484
0, 1, 48,484
0, 1, 44,552
0, 1, 28,516
0, 1, 56,444
0, 1, 80,444
0, 1, 252,452
0, 1, 296,496
0, 1, 52,400
0, 1, 80,400
0, 1, 236,404
0, 1, 280,408
0, 1, 276,324
0, 1, 252,344
0, 1, 132,348
0, 1, 64,188
0, 1, 108,192
0, 1, 264,200
0, 0, 248,204
0, 1, 64,144
0, 1, 84,144
0, 1, 108,144
0, 1, 248,148
0, 1, 248,108
0, 1, 248,84
0, 1, 96,96
0, 1, 100,80
0, 1, 100,48
0, 1, 124,48
0, 1, 252,48
2, 1, 172,2044
2, 1, 188,2044
2, 1, 204,2044
2, 1, 220,2044
22, 0, 256,1884
17, 0, 272,1948
17, 0, 96,1912
22, 0, 124,1864
22, 0, 228,1836
22, 0, 128,1804
7, 1, 248,1700
7, 1, 264,1704
7, 1, 280,1704
20, 0, 132,1632
20, 0, 152,1632
20, 0, 168,1632
20, 0, 184,1632
20, 0, 136,1596
20, 0, 176,1536
20, 0, 144,1564
20, 0, 176,1576
20, 0, 168,1608
20, 0, 132,1032
20, 0, 180,1024
20, 0, 228,1016
20, 0, 152,988
23, 0, 124,916
20, 0, 212,1048
20, 0, 164,1064
20, 0, 208,976
20, 0, 248,872
20, 0, 176,876
20, 0, 96,852
21, 0, 248,744
21, 0, 264,744
21, 0, 284,748
21, 0, 300,748
21, 0, 168,680
21, 0, 184,680
21, 0, 200,680
21, 0, 216,680
17, 0, 172,1992
18, 0, 32,1772
18, 0, 224,1612
18, 0, 32,812
18, 0, 224,624
18, 0, 32,304
/
16, 0, 60,1896
8, 1, 140,1896
1, 0, 140,1808
11, 1, 212,1760
11, 1, 212,1836
11, 1, 212,1896
11, 1, 228,1716
1, 0, 64,1696
1, 0, 80,1712
11, 1, 244,1648
11, 1, 244,1572
1, 0, 192,1568
8, 1, 192,1656
12, 0, 244,1512
12, 0, 244,1476
1, 0, 64,1448
8, 0, 80,1448
16, 0, 192,1452
1, 0, 128,1272
8, 0, 112,1272
16, 0, 96,1344
2, 1, 100,1408
2, 1, 84,1396
2, 1, 224,1400
2, 1, 24,1228
2, 1, 40,1228
2, 1, 60,1228
2, 1, 80,1232
2, 1, 88,1208
2, 1, 256,1244
14, 1, 68,964
11, 1, 216,920
11, 1, 232,920
11, 1, 232,904
11, 1, 216,904
11, 1, 100,776
1, 0, 144,752
1, 0, 208,696
11, 1, 100,648
11, 1, 76,572
11, 1, 184,572
8, 1, 88,464
1, 0, 128,424
12, 0, 236,244
13, 1, 252,224
13, 1, 236,224
13, 1, 220,224
6, 1, 192,240
6, 1, 128,240
6, 1, 160,240
6, 1, 160,208
12, 0, 236,200
